FAKENIX_geoengineeringwatch.org,FAKENIX_clickhole.com,FAKENIX_consciouslifenews.com,FAKENIX_intellihub.com,FAKENIX_empirenews.net,FAKENIX_thefreethoughtproject.com,FAKENIX_yournewswire.com,FAKENIX_react365.com,FAKENIX_globalresearch.ca,FAKENIX_collective-evolution.com,FAKENIX_dcclothesline.com,FAKENIX_duffelblog.com,FAKENIX_occupydemocrats.com,FAKENIX_wnd.com,FAKENIX_twitchy.com,FAKENIX_hangthebankers.com,FAKENIX_flyheight.com,RNIX_theage.com.au,RNIX_adelaidenow.com.au,RNIX_heraldsun.com.au,RNIX_crikey.com.au,RNIX_au.news.yahoo,RNIX_thewest.com.au,RNIX_themercury.com.au,RNIX_afr.com,RNIX_9news.com.au,RNIX_huffingtonpost.com.au,RNIX_dailytelegraph.com.au,RNIX_couriermail.com.au,RNIX_brisbanetimes.com.au,RNIX_independentaustralia.net,RNIX_news.com.au,RNIX_ntnews.com.au,RNIX_theaustralian.com.au,RNIX_perthnow.com.au,RNIX_newmatilda.com,RNIX_canberratimes.com.au,RNIX_skynews.com.au,RNIX_watoday.com.au,RNIX_thesaturdaypaper.com.au,class
1.4338190190819229,4.602130817750674,1.2487773969396605,1.854359730025855,1.1635819529967817,1.7582435542393868,2.595927960258333,1.2797202543135964,2.5297987134243423,1.39383463608737,2.3806798306833614,3.3370386905232263,2.128770091243575,2.085313824047096,2.097110297883988,1.8697156219982785,1.051732675678353,1.835458011931602,1.120686534834249,2.150134276322883,2.375617462775261,1.213607805918718,2.263904498001618,1.1712193050248394,2.4049891652455404,1.849359868401785,1.6901000827845796,1.4678851277336449,1.3200774088115292,2.0114511218188977,2.3883729762079025,2.1487943967362884,1.4256012781225469,2.0072852235816945,1.762953365725281,2.036853284964057,1.6523595521238348,2.612793036183364,1.6555352071553855,2.37710390340771,0
1.5014498126671998,4.669857159726229,1.2122262921986235,1.7391211311666197,1.202465691586705,1.5262067495964862,2.516238219044052,0.9914531919912372,2.454404443848305,1.3974542376822705,2.374619717998137,3.3186994957911438,2.253030223613051,2.0378939602353348,1.856994565028684,2.155131369576116,1.2272418231384004,1.995415781379814,1.2288374569032845,2.208280424203297,2.277066902524968,1.2071855435777723,2.2416537634126743,1.1096887883668871,2.497972095057387,1.8885941431808693,1.8152558355539563,2.0118504017454164,1.3946660060509366,2.006065449763673,2.2811753908446573,2.2480044770384646,1.5773500419950424,1.9277802434164124,1.6008650668417304,1.965360304347214,1.6833015062024452,2.459725028677608,1.6154758914130054,2.3380708754478587,0
1.494924778358428,4.627352588814556,1.2487812039110775,1.8346453051354388,1.106567087850037,1.6060243846222615,2.414833139810085,1.0432240851295047,2.451794368188033,1.4881206159623437,2.4187026772002285,3.3044283276128805,2.366041501215911,2.0737168082970863,1.9905820547344784,2.0649257796243408,1.0761240344062502,1.9213308370120792,1.1629122132504417,2.167347366134509,2.253544028951246,1.370717041315923,2.215323378402051,1.0810484007262573,2.449530879572603,1.9641044817922724,1.8281464626934576,1.7533716839023044,1.3863746323533377,2.082742607981286,2.3069682456121043,2.310801036026937,1.5105160421303356,1.9740488383932795,1.5227574871889302,1.9956311947227257,1.6721820183213372,2.545277249257053,1.6551184757490565,2.327838271559568,0
1.4625988710574238,4.61014383145324,1.2889513899157836,1.7637180968463884,1.2305163977650688,1.70786087425614,2.4121918015106045,1.0053605470926947,2.431396953378901,1.428727655721726,2.43915742098277,3.28844259464917,1.9141680892915371,2.07145291024998,1.987324472702044,2.0937145512742004,1.1397579293603484,1.8943084100223369,1.1541940800385715,1.9657498247885168,2.377761276244162,0.8613669701278552,2.1309743149487472,1.071884098071442,2.341928108130802,2.033404188990024,1.7955419868489353,1.684394305670553,1.214379883746498,2.114572761107341,2.294158106283613,2.082632745245348,1.4916116322032005,1.998244823553744,1.6073027489480751,2.067944135968621,1.4676030116076535,2.477508721864733,1.578006690604682,2.214078352537729,0
1.4609732620984464,4.543824114081139,1.3318738884661767,1.8843245728466027,1.152917588766834,1.6965018336071078,2.6097667074871347,0.9454035162639344,2.598021779947409,1.6033511396326965,2.4413474109182647,3.284355905432705,2.4691271300518984,2.2036307487893505,2.184069591925179,2.255491040466437,1.0875570759286548,1.9487740363786072,1.1545290938216743,2.1238478706462467,2.316735422549702,0.975893222572007,2.1601921123767864,1.0688846231378846,2.437029436822779,2.04991486815776,2.0214767043551776,1.5736407958952612,1.3670663179046252,2.1210633956835365,2.1828722990685105,2.2552350018124714,1.6373419303615395,2.0111786935921185,1.6941060707893736,1.937807941272604,1.4578198537065328,2.6201578502663923,1.61390604115981,2.3587545264700447,0
1.545076272377231,4.620561097886391,1.3258381824382175,1.8355948059231404,1.1343680392216753,1.7277265883029846,2.5672708503211803,1.1359211605741544,2.672824929192179,1.4522109858965877,2.4115946268657598,3.2422932469120083,1.991014465450256,1.949115190961614,1.9116366283888604,1.9221751660725093,1.1388338624892167,1.8093727471900571,1.1476202160827742,2.050716491901325,2.199383485275028,1.0133861424999848,2.215228690055602,1.083820862535819,2.3050781340449573,2.041053043196874,1.6222909197415325,1.6712702493114922,1.52353009111622,2.095314038232369,2.2670751823257542,2.140856949449381,1.5201850404718005,1.892279745370908,1.6239802634928535,1.952375358635415,1.5033796219138695,2.603318869907288,1.548711190831054,2.3004991696897488,0
1.5653087804552202,4.639578388488358,1.2737764949520476,1.7555583095416536,1.198051424237065,1.520908339946765,2.3595797409449077,1.2632631863577342,2.2895417926662653,1.469361283973584,2.3758581947834414,3.261969360126256,2.460809831489318,2.041988174081258,2.004884581491712,2.0283601591331064,1.0820558035901684,1.9278721098056677,1.1519598364663504,2.189902811615664,2.273016332052551,0.974126070227784,2.204072941912269,1.1268176491751292,2.49278534714332,1.997939264417876,1.6454203373901086,1.874714510654608,1.3750073030617855,1.9392866666921824,2.239223880516138,2.409429087018942,1.3844386566223632,2.0207862926262266,1.6664654554239955,2.036724763578571,1.8181783681773276,2.5232839384713057,1.6635785219786114,2.259184239657502,0
1.5178051749407668,4.584567914367359,1.2778751478856991,1.8348175446005897,1.1035684594827235,1.623912804004485,2.626774789146916,1.15552839461532,2.6329409774005583,1.4245898263419965,2.421280589471322,3.332573445856137,2.0299130875813667,2.02381514608034,1.8763672161328808,2.031438294343149,1.1722731351752662,1.9471082619109927,1.1669026826927391,2.0507407019050623,2.3311473457541463,1.3054615668117309,2.204472069806827,1.1083429396982958,2.509330330763441,2.03074961211197,1.7226192785266643,1.633984142661188,1.502205771391709,2.0081098408288485,2.321574814863495,2.1134604522756293,1.5822081912041952,2.010002190041332,1.7683583272793626,1.9841274333422605,1.591981918998966,2.5158707123452704,1.5157557755056088,2.3106491917211875,0
1.4898899392841711,4.567509591394035,1.2157798776790938,1.857615153690632,1.2187542976468209,1.7889766974397925,2.416590056718521,0.9089118274322762,2.5076835637603496,1.409200409488542,2.463111683153117,3.2986878231625907,2.121965737322612,2.057036300204169,1.9957863864430971,1.9494758444646572,1.069659130278344,1.9232199162004748,1.190697907052512,1.9695237448305492,2.3494675404253043,0.9909069469159612,2.186021646084188,1.0976593796488825,2.4636814429712843,1.912169327312959,1.7509099695629782,1.7488228540526127,1.1947117913968417,2.1662439538458824,2.294363738473683,2.025934972506796,1.5633746054458832,1.9578727324046337,1.883380649829124,2.076446375471707,1.4787771590662513,2.485603850216985,1.5044179872908805,2.2890053542617923,0
1.5453631563563828,4.585308485552386,1.178865926897344,1.8362667713368133,1.021833182361068,1.671872841566698,2.389319600533752,1.1505188011515162,2.3592607199127875,1.394786994077644,2.3846655905868,3.289931861609743,2.3597666957659715,1.929272960194971,1.9741687720625216,1.879075495110747,0.992398643430108,1.8977174116349764,1.1731106514851577,2.1670334194137166,2.316221057521153,1.1385761999829025,2.191189233210236,1.125915989331055,2.6416985670396667,1.904288613402808,1.6088425009809233,1.8263986184131231,1.3853687486747406,1.984140486960352,2.329115702922903,2.1264488401288686,1.4506040449250388,2.0789800655929818,1.7753707831311016,2.043720992532143,1.6293490065311849,2.5721998413801783,1.4743156370599106,2.2823450818789186,0
1.364654695077267,4.626854810203837,1.3036670101846504,1.8315028063617385,1.2460573663981798,1.6670098610060144,2.5426152293480744,1.1894030523309596,2.4718277268227924,1.5412634678709611,2.4397446635105515,3.3060992297488765,2.033320384090653,2.178399787475331,2.024972815251586,2.097503307351386,1.0305607218376869,1.9576855119594037,1.1759299603934563,2.0844827132833457,2.301311169136898,0.9994203377552756,2.2290936615712664,1.0925633249377202,2.3834812812196846,2.006340814465007,1.873015444513104,1.6195540066954957,1.4869538502406248,2.05047401193554,2.3435370348163524,2.317885215891429,1.515634793718864,1.9644880760893744,1.7305669781211863,1.9811670006329785,1.5518815585560892,2.532601346261579,1.5616575151011751,2.383187085937416,0
1.4575681931915054,4.635573498752591,1.2479325852742995,1.8258648443771488,1.1774781002840051,1.6982438321162492,2.5403044810701862,0.888353934781393,2.56091042539857,1.4978704133131753,2.399544796464097,3.3011588877581,2.321673926899294,1.982739052373503,2.0967361768388835,2.2200666909151323,1.1418466089429664,1.9187254583756013,1.1089720652492605,2.2315008870089814,2.393494503362447,1.1215850754826338,2.165399099700117,1.1616699829299677,2.540810810985315,1.902640742079443,1.893214488611159,1.7626554517016888,1.354481915795245,1.9930649495433777,2.2096485134068136,2.393916626385633,1.4469536235181342,1.9716685791524275,1.674482257070013,2.001726690155039,1.5576069406815536,2.491305572396668,1.545810174555738,2.3019963731070128,0
1.4210797769741952,4.631398315107896,1.2162548813530938,1.881622065774827,1.342533900717817,1.6855033443505814,2.59508952423326,1.0499306695380817,2.3044064662649464,1.5182080059114476,2.4514226710636184,3.284844890228643,2.0564237622788557,2.189731388850289,2.0658182240968084,2.0688741352392936,1.107548681245327,1.9202108443219617,1.1565115500204266,1.982969340660704,2.28645972123596,1.2170437281721165,2.159579765750462,1.1705613222161182,2.462532034612028,1.8922425820786692,1.989976265843088,1.6591305410300567,1.3291079281766556,2.016846290822117,2.32948296268591,2.4431241514570323,1.5526904359922258,2.0911074252075283,1.5733861892098628,2.103999740364601,1.4983814220600593,2.5650376800829195,1.5853654649777222,2.314669504296931,0
1.3904227004867031,4.682115632634957,1.3092962182339094,1.8199506862393784,1.3058871836345214,1.5757125775781278,2.579617596605371,1.0195895215476714,2.6768070641915207,1.5458388755400227,2.4189544012510797,3.241476540417551,2.2221120735490305,2.1332307031959044,2.0640057662821163,2.1318805400023217,1.098840154896824,1.97658394144486,1.169168624854508,2.072653121055727,2.3402276948338145,1.1985552885878588,2.2258423520982524,1.165077371682156,2.4187525028916403,1.9914308577277469,1.776442631824965,1.734070601388169,1.151902453680496,2.0751353012557123,2.3166267095617528,2.226530838666738,1.4911715991710444,1.8992509154054005,1.64821620714795,2.066779009015701,1.633940878034824,2.5678318828620967,1.631664323508589,2.385706245806419,0
1.50123844730144,4.613546965905492,1.2078878410162368,1.791250607316945,1.135001315320069,1.656568778534422,2.5782233578598754,1.240222516459497,2.3357718030662507,1.4880836862235312,2.404014685110056,3.292989521847175,2.24667222822106,2.117428389903923,1.9375952925165505,2.0527983550866478,1.098114330595589,1.8826734183990568,1.2271779531521898,2.183811491468097,2.2612292866822616,1.2711745886133692,2.220296135902071,1.134993344507701,2.498107750072436,1.930726837552111,1.848823732948305,1.848550074411598,1.383554380342365,2.01752046831268,2.258450201882799,2.442776740511781,1.4180645933724074,2.070363523012891,1.4796881691769392,2.0330027609193,1.6899400756895968,2.55269877478689,1.5578028599244529,2.302859751305958,0
